PERMIT NUMBER,OWNER NAME,OPERATING NAME,STREET,CITY,STATE,ZIP,COUNTY
CA-W-24014,"BUDDY BUDDY WINE, LLC",BUDDY BUDDY WINE,1335 4TH ST,BERKELEY,CA,94710,ALAMEDA
CA-W-1945,TAKARA SAKE USA INC.,TAKARA SAKE USA,708 ADDISON ST,BERKELEY,CA,94710,ALAMEDA
CA-W-17517,RIGG ESTATE VINEYARDS LLC,,24542 PALOMARES RD,CASTRO VALLEY,CA,94552,ALAMEDA
CA-W-20192,TWININGVINE LLC,,16851 CULL CANYON RD,CASTRO VALLEY,CA,94552,ALAMEDA
CA-W-2755,"WESTOVERWINERY.COM, INC.",WESTOVER,34329 PALOMARES RD,CASTRO VALLEY,CA,94552,ALAMEDA
CA-W-2794,"CHOUINARD VINEYARDS, INC.",CHOUINARD VINEYARDS,33853 PALOMARES RD,CASTRO VALLEY,CA,94552,ALAMEDA
CA-W-23991,"MISSION PEAK WINE, INC.",MISSION PEAK WINE,8116 MILL CREEK RD,FREMONT,CA,94539,ALAMEDA
CA-W-23850,"HOUSTON FAMILY VINEYARDS, LLC",HOUSTON FAMILY VINEYARDS,1013 B ST,HAYWARD,CA,94541,ALAMEDA
CA-W-15307,SUNOL RIDGE RANCH,,1090 VICTORINE RD,LIVERMORE,CA,94551,ALAMEDA
CA-W-16876,"WGG ENTERPRISES, LLC",NOTTINGHAM CELLARS,NOT PROVIDED,LIVERMORE,CA,94550,ALAMEDA
CA-W-15461,"PAGE MILL WINERY, LLC",PAGE MILL WINERY,1960 S. LIVERMORE AVE,LIVERMORE,CA,94550,ALAMEDA
CA-W-21571,CHATEAU BELLEVUE 1881 ESTATE LLC,CHATEAU BELLEVUE 1881 ESTATE,51 E VALLECITOS RD,LIVERMORE,CA,94550,ALAMEDA
CA-W-22020,"FAVALORA VINEYARDS & WINERY, INC.",,2245 S VASCO RD A,LIVERMORE,CA,94551,ALAMEDA
CA-W-15968,MOHAN RAO RAVULAPATI & SURYA PADMA RAVULAPATI,RYHAN ESTATE VINEYARDS,5385 EAST AVENUE,LIVERMORE,CA,94550,ALAMEDA
CA-W-16656,JACKSON CELLARS,MITCHELL KATZ WINERY,2915 S VASCO,LIVERMORE,CA,94550,ALAMEDA
CA-W-22942,"TENUTA VINEYARDS, LLC",TENUTA VINEYARDS,633 KALTHOFF CMN,LIVERMORE,CA,94550,ALAMEDA
CA-W-3508,"DEL SOL VINEYARDS, LLC",,8626 LUPIN WAY,LIVERMORE,CA,94550,ALAMEDA
CA-W-23669,"BOLES CARRIAGE BLEND, LLC",,2169 BUENA VISTA AVE,LIVERMORE,CA,94550,ALAMEDA
CA-W-16434,KINNEY FAMILY VINTNERS LLC,OCCASIO WINERY,2245 S VASCO ROAD UNIT B,LIVERMORE,CA,94550,ALAMEDA
CA-W-16073,"CUDA RIDGE WINES, LLC",CUDA RIDGE,2400 ARROYO RD,LIVERMORE,CA,94550,ALAMEDA
CA-W-15403,RONALD J. ENOS AND JUDY D. ENOS,ENOS FAMILY VINEYARDS,633 KALTHOFF COMMON,LIVERMORE,CA,94550,ALAMEDA
CA-W-23806,"RAINDROP INVESTMENTS, LLC",RAINDROP,6951 SOUTHFRONT RD,LIVERMORE,CA,94551,ALAMEDA
CA-W-16537,TEJADA VINEYARD COMPANY,,1960 S. LIVERMORE AVE,LIVERMORE,CA,94550,ALAMEDA
CA-W-20500,"MCGRAIL VINEYARDS AND WINERY, LLC",,5600 GREENVILLE RD,LIVERMORE,CA,94550,ALAMEDA
CA-W-2494,"GARRE VINEYARD AND WINERY, INC.",GARRE VINEYARD AND WINERY,7986 TESLA RD,LIVERMORE,CA,94550,ALAMEDA
CA-W-16888,"LAVISH LAINES WINERY, LLC",,2481 BUENA VISTA AVE,LIVERMORE,CA,94550,ALAMEDA
CA-W-16882,"MAIER WINERY, LLC",LAS POSITAS VINEYARDS,1828 WETMORE RD,LIVERMORE,CA,94550,ALAMEDA
CA-W-22055,KJV CELLARS LLC,LEISURE STREET WINERY,,LIVERMORE,CA,94550,ALAMEDA
CA-W-24062,DARCIE KENT WINERY LLC,ALMOST FAMOUS WINE COMPANY,7000 TESLA RD,LIVERMORE,CA,94550,ALAMEDA
CA-W-2006,FENESTRA WINERY,,83 E VALLECITOS RD,LIVERMORE,CA,94550,ALAMEDA
CA-W-2948,RHONDA RENE' WOOD & MICHAEL JAMES WOOD,WOOD FAMILY VINEYARDS,7702 CEDAR MOUNTAIN RD,LIVERMORE,CA,94550,ALAMEDA
CA-W-15842,"LES CHENES ESTATE VINEYARDS, LLC",LES CHENES ESTATE VINEYARDS,5562 VICTORIA LN,LIVERMORE,CA,94550,ALAMEDA
CA-W-23935,PRUETT FARMS LLC,,5385 EAST AVE,LIVERMORE,CA,94550,ALAMEDA
CA-W-21720,HENKELBURY INC,OMEGA ROAD WINERY,2135 S VASCO RD STE C,LIVERMORE,CA,94550,ALAMEDA
CA-W-22061,"HLW WINERY, LLC",HLW WINERY,1960 S LIVERMORE AVE,LIVERMORE,CA,94550,ALAMEDA
CA-W-17144,ROBERT W. & GLORIA R. TAYLOR,RETZLAFF VINEYARDS,1356 S LIVERMORE AVE,LIVERMORE,CA,94550,ALAMEDA
CA-W-22318,"EHRENBERG CELLARS, INC.",,346 EARHART WAY,LIVERMORE,CA,94551,ALAMEDA
CA-W-21167,MONTGOMERY R. PAULSEN,,5143 TESLA RD,LIVERMORE,CA,94550,ALAMEDA
CA-W-15019,"BIG WHITE HOUSE, LLC",BIG WHITE HOUSE WINERY,6800 GREENVILLE RD,LIVERMORE,CA,94550,ALAMEDA
CA-W-23222,OUT FROM LAND INVESTOR GROUP LLC,THE STEVEN KENT WINERY,5565 TESLA RD,LIVERMORE,CA,94550,ALAMEDA
CA-W-21046,BOSS-ROSE CELLARS LLC,,10017 TESLA RD,LIVERMORE,CA,94550,ALAMEDA
CA-W-2768,"CROOKED VINE, INC.",STONY RIDGE WINERY,4948 TESLA RD,LIVERMORE,CA,94550,ALAMEDA
CA-W-3119,GARRY & NANCY RODRIGUE,RODRIGUE MOLYNEAUX WINERY,3053 MARINA AVE,LIVERMORE,CA,94550,ALAMEDA
CA-W-23106,DAVID & LISA BECK,BECK FAMILY VINEYARDS,508 KALTHOFF CMN,LIVERMORE,CA,94550,ALAMEDA
CA-W-16344,"LONGEVITY WINES, INC.",LONGEVITY WINES,2271 S VASCO SUITE B,LIVERMORE,CA,94550,ALAMEDA
CA-W-3240,"QUAIL NEST, LLC",,8195 CRANE RIDGE RD,LIVERMORE,CA,94550,ALAMEDA
CA-W-22941,"EMBODIED WINES, LLC.",EMBODIED WINES,633 KALTHOFF CMN,LIVERMORE,CA,94550,ALAMEDA
CA-W-16499,"FOGGY BRIDGE WINERY, LLC",,5565 TESLA RD,LIVERMORE,CA,94550,ALAMEDA
CA-W-15245,STEVEN JAY POWELL,TESLA VINTNERS,5143 TESLA RD,LIVERMORE,CA,94550,ALAMEDA
CA-W-21250,"3 STEVES WINERY, LLC",,5700 GREENVILLE RD,LIVERMORE,CA,94550,ALAMEDA
CA-W-15693,"RIOS RESERVE ESTATE, LLC",RIOS-LOVELL ESTATE WINERY,6500 TELSA RD,LIVERMORE,CA,94550,ALAMEDA
CA-W-3157,"BOAVENTURA DE CAIRES, INC",BOAVENTURA VINEYARDS,9309 TESLA RD,LIVERMORE,CA,94550,ALAMEDA
CA-W-23746,DEL VALLE WINERY LLC,DEL VALLE WINERY,4948 TESLA RD,LIVERMORE,CA,94550,ALAMEDA
CA-W-15133,"EAGLE RIDGE VINEYARD, LLC",EAGLE RIDGE VINEYARD,10017 TESLA RD,LIVERMORE,CA,94550,ALAMEDA
CA-W-23182,RICIGLIANO LLC,,8626 LUPIN WAY,LIVERMORE,CA,94550,ALAMEDA
CA-W-16989,"CEDAR MOUNTAIN WINERY, INC.",CEDAR MOUNTAIN WINERY,10843 REUSS RD,LIVERMORE,CA,94550,ALAMEDA
CA-W-235,WENTE BROS.,,5565 TESLA RD,LIVERMORE,CA,94550,ALAMEDA
CA-W-21585,"NERO CELLARS, LLC",,633 KALTHOFF CMN,LIVERMORE,CA,94550,ALAMEDA
CA-W-17266,DAN BALDWIN,THE SAN FRANCISCO BAY WINERY,2029 RESEARCH DR,LIVERMORE,CA,94550,ALAMEDA
CA-W-3179,"BENT CREEK WINERY, LLC",BENT CREEK WINERY,5455 GREENVILLE RD,LIVERMORE,CA,94550,ALAMEDA
CA-W-23597,MADISON VINEYARDS INC,MADISON VINEYARDS,3150 REED AVE,LIVERMORE,CA,94550,ALAMEDA
CA-W-21365,CHRIS SORENSEN,CADDIS,7878 CEDAR MOUNTAIN DR UNIT B,LIVERMORE,CA,94550,ALAMEDA
CA-W-22924,MICHAEL JOHN CHALKLEY,ENOTECA FIVE,2111 RESEARCH DRIVE UNIT 6,LIVERMORE,CA,94550,ALAMEDA
CA-W-3299,THE WINE GROUP LLC,CONCANNON VINEYARD,4590 TESLA RD,LIVERMORE,CA,94550,ALAMEDA
CA-W-22837,"FREE RANGE FLOWER WINERY, LLC",FREE RANGE FLOWER WINERY,1448 3RD ST,OAKLAND,CA,94607,ALAMEDA
CA-W-2963,"CASA VINICOLA, INC.",,2311 MAGNOLIA ST,OAKLAND,CA,94607,ALAMEDA
CA-W-22541,"DRAWBRIDGE CELLARS, LLC",DRAWBRIDGE CELLARS,2811A-CHAPMAN ST,OAKLAND,CA,94601,ALAMEDA
CA-W-17813,"DEN SAKE BREWERY, LLC.",DEN SAKE BREWERY,2311 MAGNOLIA ST BLDG. 6,OAKLAND,CA,94607,ALAMEDA
CA-W-2622,HERBERT ANDREA HOUSTON & DEBRITA GEBEGEHU HOUSTON,ENAT WINERY,910 81ST AVE STE S1,OAKLAND,CA,94621,ALAMEDA
CA-W-16203,THOMAS KNIGHT WINES LLC,TWO MILE WINES,477 25TH ST,OAKLAND,CA,94612,ALAMEDA
CA-W-21327,"THE WEST OAKLAND WINE COMPANY, LLC",,2525 ADELINE ST,OAKLAND,CA,94607,ALAMEDA
CA-W-23767,MICHAEL HALEY MCCULLOUGH,OUTIS WINES,2102 DENNISON ST STE A,OAKLAND,CA,94606,ALAMEDA
CA-W-17048,"JOSEPH GARY CELLARS, LLC",JOSEPH GARY CELLARS,621 4TH ST,OAKLAND,CA,94607,ALAMEDA
CA-W-15958,R.H. WINERY LLC,RUBY HILL WINERY,446 VINEYARD AVE,PLEASANTON,CA,94566,ALAMEDA
CA-W-21180,R.H. WINERY LLC,RUBY HILL WINERY,1188 VINEYARD AVE,PLEASANTON,CA,94566,ALAMEDA
CA-W-23567,"BLINDWOOD CIDER COMPANY, LLC",BLINDWOOD CIDER COMPANY,2547 WILLIAMS ST,SAN LEANDRO,CA,94577,ALAMEDA
CA-W-2080,"ELLISTON VINEYARDS, INCORPORATED",,463 KILKARE RD,SUNOL,CA,94586,ALAMEDA
CA-W-21446,"JASON EDWARD CHARLES, LLC",VINCA MINOR WINES,1335 4TH ST,BERKELEY,CA,94710,ALAMEDA COUNTY
CA-W-21856,"ROSA FIERRO WINE COMPANY, LLC",ROSA FIERRO CELLARS,2245 S VASCO RD STE A,LIVERMORE,CA,94551,ALAMEDA COUNTY
CA-W-23214,"LAS POSITAS COLLEGE VITICULTURE & ENOLOGY FOUNDATION, INC.",CAMPUS HILL WINERY,3000 CAMPUS HILL DR UNIT 806,LIVERMORE,CA,94551,ALAMEDA COUNTY
CA-W-22052,COTE WEST LLC,COTE WEST,2102 DENNISON ST STE A,OAKLAND,CA,94606,ALAMEDA COUNTY
CA-W-22006,"BOBCAT'S GRIN, INC.",,1960 S LIVERMORE AVE,LIVERMORE,CA,94550,ALEMEDA
CA-W-23645,BARTOLO LOPEZ-LOPEZ LLC,DIANA WINERY & VINEYARD,22105 LAWRENCE RD,FIDDLETOWN,CA,95629,ALMADOR
CA-W-20157,WINE TREE FARM LLC,,14467 STATE HWY 49,AMADOR CITY,CA,95601,AMADOR
CA-W-21858,BLEND CRAFT WINES INC.,GOLD CREEK VINEYARDS,14467 HIGHWAY 49,AMADOR CITY,CA,95601,AMADOR
CA-W-20158,"FEIST WINES, LLC",,14467 STATE HIGHWAY 49,AMADOR CITY,CA,95601,AMADOR
CA-W-2911,ALLEN F. AND SUZANNE D'ALO KREUTZER,DRYTOWN CELLARS,16030 HIGHWAY 49,DRYTOWN,CA,95699,AMADOR
CA-W-16577,RENO G. FARINELLI AND JOSEF H. SHEBL,FIDDLETOWN CELLARS,19580 AMERICAN FLAT SIDE RD,FIDDLETOWN,CA,95629,AMADOR
CA-W-23551,"MALONE FAMILY VINEYARDS, LLC",PLEINAR VINEYARDS,21090 OSTROM RD,FIDDLETOWN,CA,95629,AMADOR
CA-W-20017,"MORSE WINES, LLC",MORSE WINES,22355 LAWRENCE RD,FIDDLETOWN,CA,95629,AMADOR
CA-W-23881,"RUBIDOUX RIDGE VINEYARD, LLC",RUBIDOUX RIDGE VINEYARD,15000 TYLER RD,FIDDLETOWN,CA,95629,AMADOR
CA-W-16815,"HELWIG TASTING ROOM, LLC",DAVANCY WINERY,21220 OSTROM RD,FIDDLETOWN,CA,95629,AMADOR
CA-W-22077,BINZ WINES LLC,BINZ WINES,20251 VINEYARD LN,FIDDLETOWN,CA,95629,AMADOR
CA-W-17659,GREGORY BLAINE LYMAN,CALABRIA VINEYARDS,18860 AMERICAN FLAT RD,FIDDLETOWN,CA,95629,AMADOR
CA-W-16854,"AUGUST LEGENDRE CELLARS, LLC",,16953 MARY LN,FIDDLETOWN,CA,95629,AMADOR
CA-W-17007,"GAISER VINEYARDS, INC",DISTANT CELLARS,21390 OLSTROM RD,FIDDLETOWN,CA,95629,AMADOR
CA-W-23312,SOUTH SLOPE WINES,,22355 LAWRENCE RD,FIDDLETOWN,CA,95629,AMADOR
CA-W-2527,"RENWOOD WINERY, INC.",RENWOOD WINERY,4581 BUENA VISTA RD,IONE,CA,95640,AMADOR
CA-W-2223,REPUBLIC WINE COMPANY,GREENSTONE WINERY,3151 HIGHWAY 88,IONE,CA,95640,AMADOR
CA-W-15736,ANDREW TANIS,TANIS VINEYARDS,13120 WILLOW CREEK RD,IONE,CA,95640,AMADOR
CA-W-1572,HENRY W. & WILMA S. GONZALEZ,FIDDLE FARM,6576 JACKSON VALLEY RD,IONE,CA,95640,AMADOR
CA-W-3197,"MCMASTER WINE GROUP, INC.",ARGONAUT WINERY,13825 WILLOW CREEK RD,IONE,CA,95640,AMADOR
CA-W-16335,"MATTHEW GIBSON WINERY, LLC",MATTHEW GIBSON WINERY,6110 MARTIN LN,IONE,CA,95640,AMADOR
CA-W-22759,ROBERT HOLGATE,HOLGATE HILL,18055 CLIMAX RD,JACKSON,CA,95642,AMADOR
CA-W-22755,BOGGS MARKET FARM LLC,TABEAUX CELLARS,10201 TABEAUD RD,JACKSON,CA,95642,AMADOR
CA-W-22609,LITTLE JOHN LANE LLC,LITTLE JOHN LANE,25330 LITTLE JOHN LANE,PIONEER,CA,95666,AMADOR
CA-W-15201,"WILDEROTTER WINERY, LLC",WILDEROTTER WINERY,19890 SHENANDOAH SCHOOL RD,PLYMOUTH,CA,95669,AMADOR
CA-W-16627,"COURAGEOUS, INC.",SERA FINA CELLARS,17000 LATROBE RD,PLYMOUTH,CA,95669,AMADOR
CA-W-15122,"COOPER VINEYARDS, LLC",,21365 SHENANDOAH SCHOOL RD,PLYMOUTH,CA,95669,AMADOR
CA-W-21875,PAUL SCHMITZ,SCHMITZ WINES,17585 STATE 49 HWY,PLYMOUTH,CA,95669,AMADOR
CA-W-23357,LINSTEADT FAMILY WINERY LLC,LINSTEADT FAMILY WINERY,23200 UPTON RD,PLYMOUTH,CA,95669,AMADOR
CA-W-17692,CHARLES SPINETTA WINERY LLC,CHARLES SPINETTA WINERY,12557 STEINER RD,PLYMOUTH,CA,95669,AMADOR
CA-W-17322,"ANDIS WINES, LLC",,11000 SHENANDOAH RD,PLYMOUTH,CA,95669,AMADOR
CA-W-23907,"SIX BLOCKS WINERY, INC.",SIX BLOCKS WINERY,14920 MULLER RD,PLYMOUTH,CA,95669,AMADOR
CA-W-21109,"TURLEY WINE CELLARS, INC.",,11076 BELL RD,PLYMOUTH,CA,95669,AMADOR
CA-W-15084,STEPHEN AND JAMIE CONCANNON,CONVERGENCE VINEYARDS,14650 HWY 124,PLYMOUTH,CA,95669,AMADOR
CA-W-23244,"CMV, LLC",CASINO MINE RANCH,13908 SHENANDOAH RD,PLYMOUTH,CA,95669,AMADOR
CA-W-17167,CHARLES VENNELL HAVILL AND MICHAEL JESSICA KRAFT,BELLAGRACE VINEYARDS,22715 UPTON RD,PLYMOUTH,CA,95669,AMADOR
CA-W-17638,NATHANIEL JOSIAH REUTER,ARDAVEN WINERY,15315 WILLOW CREEK RD,PLYMOUTH,CA,95669,AMADOR
CA-W-863,SIERRA SUNRISE VINEYARDS,MONTEVINA WINERY,20680 SHENANDOAH SCHOOL RD,PLYMOUTH,CA,95669,AMADOR
CA-W-22928,BELLEDOR VINEYARDS LLC,BELLEDOR VINEYARDS,13391 SHENANDOAH RD,PLYMOUTH,CA,95669,AMADOR
CA-W-17363,TKC VINEYARDS LLC,TKC VINEYARDS,11001 VALLEY DR,PLYMOUTH,CA,95669,AMADOR
CA-W-17114,SOBON WINE COMPANY LLC,SHENANDOAH VINEYARDS,12300 STEINER RD,PLYMOUTH,CA,95669,AMADOR
CA-W-23958,KARMERE VINEYARDS & WINERY LLC,,11970 SHENANDOAH RD,PLYMOUTH,CA,95669,AMADOR
CA-W-2064,WILLIAM GEORGE EASTON JR. AND JANE LOUISE RIORDAN,DOMAINE DE LA TERRE ROUGE,10801 DICKSON RD,PLYMOUTH,CA,95669,AMADOR
CA-W-21826,"PROSPECT CELLARS, LLC",,11011 SHENANDOAH RD,PLYMOUTH,CA,95669,AMADOR
CA-W-17135,"JEFF RUNQUIST WINES, INC.",JEFF RUNQUIST WINES,10776 SHENANDOAH RD,PLYMOUTH,CA,95669,AMADOR
CA-W-22835,OVERLOOK WINERY LLC,OVERLOOK WINERY,5530 OVERLOOK CT,PLYMOUTH,CA,95669,AMADOR
CA-W-20164,"BAIOCCHI FAMILY VINEYARDS, LLC",BAIOCCHI WINERY,11000 SHENANDOAH RD,PLYMOUTH,CA,95669,AMADOR
CA-W-15038,"STONEHOUSE VINEYARDS & WINERY, LLC",STONEHOUSE VINEYARDS & WINERY,10861 SHENANDOAH RD,PLYMOUTH,CA,95669,AMADOR
CA-W-3428,LAWRENCE C. LONG,AMADOR CELLARS,11093 SHENANDOAH RD,PLYMOUTH,CA,95669,AMADOR
CA-W-15988,"C.G. DI ARIE VINEYARD & WINERY, LLC",C.G. DI ARIE VINEYARD & WINERY,19919 SHENANDOAH SCHOOL RD,PLYMOUTH,CA,95669,AMADOR
CA-W-21748,ANN AINSLEY THOMAS LLC,AMADOR FOOTHILL WINERY,12500 STEINER RD,PLYMOUTH,CA,95669,AMADOR
CA-W-23955,DILLIAN WINES LLC,DILLIAN WINES,12138 STEINER RD,PLYMOUTH,CA,95669,AMADOR
CA-W-17531,"HELWIG TASTING ROOM, LLC",HELWIG VINEYARDS & WINERY,11555 SHENANDOAH RD,PLYMOUTH,CA,95669,AMADOR
CA-W-22579,LEONI FARMS,,9511 MAIN ST,PLYMOUTH,CA,95669,AMADOR
CA-W-15470,"DOBRA ZEMLJA WINERY, INC.",DOBRA ZEMLJA,12505 STEINER RD,PLYMOUTH,CA,95669,AMADOR
CA-W-1721,"SHENANDOAH INVESTMENT PROPERTIES, INC.",SHENANDOAH INVESTMENT PROPERTIES,12455 STEINER RD,PLYMOUTH,CA,95669,AMADOR
CA-W-15478,"VILLA TOSCANO, INC.",VILLA TOSCANO,10600 SHENANDOAH RD,PLYMOUTH,CA,95669,AMADOR
CA-W-17556,"ROMBAUER VINEYARDS, INC.",ROMBAUER VINEYARDS,12225 STEINER RD,PLYMOUTH,CA,95669,AMADOR
CA-W-15961,"CINKO VINEYARDS, INC.",CINKO VINEYARDS,12595 STEINER RD,PLYMOUTH,CA,95669,AMADOR
CA-W-21002,ESTEY FAMILY VINEYARD INC.,,21271 LATROBE ROAD,PLYMOUTH,CA,95669,AMADOR
CA-W-21296,"TURLEY WINE CELLARS, INC.",TURLEY WINE CELLARS,10851 SHENANDOAH RD,PLYMOUTH,CA,95669,AMADOR
CA-W-2659,JAMES MAYO & SUZANNE GENE GULLETT,VINO NOCETO,10901 SHENANDOAH RD,PLYMOUTH,CA,95669,AMADOR
CA-W-22312,LA MESA VINEYARDS LLC,LA MESA VINEYARDS,13200 SHENANDOAH ROAD,PLYMOUTH,CA,95669,AMADOR
CA-W-22921,"DI STASIO VINEYARDS AND WINES, LLC",DI STASIO VINEYARDS AND WINES,10788 SHENANDOAH RD,PLYMOUTH,CA,95669,AMADOR
CA-W-23640,STRIDE WINES LLC,STRIDE WINES,22715 UPTON RD,PLYMOUTH,CA,95669,AMADOR
CA-W-21363,"YOUNG'S VINEYARD & WINERY, LLC",,10120 SHENANDOAH RD,PLYMOUTH,CA,95669,AMADOR
CA-W-16356,ISCANDER JESUS BORJON,BORJON WINERY,11270 SHENANDOAH RD,PLYMOUTH,CA,95669,AMADOR
CA-W-3426,OLIVER W. AND ROBIN P. BRAY,BRAY VINEYARDS,10590 SHENANDOAH RD,PLYMOUTH,CA,95669,AMADOR
CA-W-17769,SLO 2 20 LLC,SLO 2 20 VINEYARD,19955 SHANANDOAH SCHOOL RD,PLYMOUTH,CA,95669,AMADOR
CA-W-15214,WILLIAM S AND LISA WATSON,,14520 RIDGE RD,SUTTER CREEK,CA,95685,AMADOR
CA-W-2129,"SUTTER RIDGE VINEYARDS, LP, JOHN L. BREE, (GENERAL PARTNER)",SUTTER RIDGE VINEYARDS,14110 RIDGE RD,SUTTER CREEK,CA,95685,AMADOR
CA-W-16557,DAVID SCOTT KEITH AND ROXANNE L. KEITH,SIERRA VIEW WINERY,15160 SIERRA VIEW LN,SUTTER CREEK,CA,95685,AMADOR
CA-W-21568,MEIKLE FAMILY VINEYARDS LLC,,19001 PONDEROSA WAY,VOLCANO,CA,95689,AMADOR
CA-W-21994,J & M FENAUX WINES LLC,,22460 BARONE RD,VOLCANO,CA,95689,AMADOR
CA-W-20209,"BIANCHINI CELLARS, LLC",BIANCHINI CELLARS,18590 PONDEROSA HILLS RD,VOLCANO,CA,95689,AMADOR
CA-W-21922,"CREATIVE WINE CONCEPTS, INC.",SCOTT HARVEY WINES,10861 SHENANDOAH RD,PLYMOUTH,CA,95669,AMADOR COUNTY
CA-W-22752,BANGOR RANCH LLC,BANGOR RANCH VINEYARD AND WINERY,5768 LA PORTE RD,BANGOR,CA,95914,BUTTE
CA-W-21529,MARY LEE SPENCER AND KIMBALL JOHN SHIREY,SPENCER-SHIREY WINES,6857 LA PORTE RD,BANGOR,CA,95914,BUTTE
CA-W-16858,TOD AND ALYSE HICKMAN,HICKMAN FAMILY VINEYARDS,77 ORANGE AVE,BANGOR,CA,95914,BUTTE
CA-W-20548,THOMAS A. CHASE,STRAW HOUSE CELLARS,4378 MYVALLI DR,BUTTE VALLEY,CA,95965,BUTTE
CA-W-16226,RICK W SORENSON & PAMELA F.W. SORENSON,WILD OAK VINEYARD AND WINERY,630 OASIS DR,CHICO,CA,95973,BUTTE
CA-W-23107,SIERRA NEVADA BREWING CO.,,1075 EAST 20TH ST,CHICO,CA,95928,BUTTE
CA-W-15739,CAROLINA BERTAGNA,BERTAGNA SON KISSED VINEYARD,3363 HEGAN LN,CHICO,CA,95928,BUTTE
CA-W-22327,LASSEN TRADITIONAL CIDER LLC,LASSEN TRADITIONAL CIDER,26 BELLARMINE CT,CHICO,CA,95928,BUTTE
CA-W-16255,JOHN U RONEY,RONEY WINES,5900 ANITA RD,CHICO,CA,95973,BUTTE
CA-W-22848,CELLAR DOOR CIDER,,11 COMMERCE CT STE 2,CHICO,CA,95928,BUTTE
CA-W-17218,STEPHEN J. SCHUSTER,EMERALD C VINEYARDS,3746 KEEFER RD,CHICO,CA,95973,BUTTE
CA-W-1659,NORMAN L. & JANICE P. ROSENE,ODYSSEY WINERY & VINEYARDS,6237 COHASSET RD,CHICO,CA,95973,BUTTE
CA-W-21621,VANESSA & JESS PITNEY,NESSER? VINEYARDS,3471 DURHAM DAYTON HWY,CHICO,CA,95928,BUTTE
CA-W-16346,STEPHEN AND LUCREASIA GALE,GALE VINEYARDS,9345 STANFORD LN A,DURHAM,CA,95938,BUTTE
CA-W-17474,NEAL CLINE,CLINE ORGANICS,9975 GARDEN CREEK RD,DURHAM,CA,95938,BUTTE
CA-W-1875,PHILIP LAROCCA,LAROCCA VINEYARDS,FOREST RANCH P.O.TURN E.ONTO HWY 32 DRIV,FOREST RANCH,CA,95942,BUTTE
CA-W-15392,SUNG JA CHOI,,51 NUGGET RANCH RD,OROVILLE,CA,95966,BUTTE
