PERMIT NUMBER,OWNER NAME,OPERATING NAME,STREET,CITY,STATE,ZIP,COUNTY
CA-W-22313,"BRICK BARN WINERY, LLC",BRICK BARN WINE ESTATE,795 W HWY 246,BUELLTON,CA,93427,SANTA BARBARA
CA-W-17621,"FRENZI NETWORKS, LLC",FRENZI VINEYARDS,35 INDUSTRIAL WAY,BUELLTON,CA,93427,SANTA BARBARA
CA-W-15001,"LUCAS AND LEWELLEN VINEYARDS, INC.",MANDOLINA VINEYARDS,132 EASY ST UNIT A,BUELLTON,CA,93427,SANTA BARBARA
CA-W-21222,"COOMBER FAMILY RANCH WINES, INC.",,35 INDUSTRIAL WAY,BUELLTON,CA,93427,SANTA BARBARA
CA-W-22534,"GROUND EFFECT WINE CO., LLC",GROUND EFFECT WINE CO,140 INDUSTRIAL WAY,BUELLTON,CA,93427,SANTA BARBARA
CA-W-23016,"RANCHO BOA VISTA FARMS, LLC",RANCHO BOA VISTA,57 & 59 INDUSTRIAL WAY,BUELLTON,CA,93427,SANTA BARBARA
CA-W-23718,COASTAL CRU WINES INC,,65 LOS PADRES WAY UNIT 8,BUELLTON,CA,93427,SANTA BARBARA
CA-W-23617,ROBERT LIEFF WINES LLC,ROBERT LIEFF WINES,,BUELLTON,CA,93427,SANTA BARBARA
CA-W-16482,"IMAGINE WINE, LLC",IMAGINE WINE,140 INDUSTRIAL WAY,BUELLTON,CA,93427,SANTA BARBARA
CA-W-23852,DE TROP LLC,KNIFE & BARREL,100 LOS PADRES WAY STE 3,BUELLTON,CA,93427,SANTA BARBARA
CA-W-17572,ETIENNE TERLINDEN,ETIENNE TERLINDEN,90 EASY ST,BUELLTON,CA,93427,SANTA BARBARA
CA-W-16768,"TOMMY TOWN THOROUGHBREDS & VINEYARDS, LLC",,35 INDUSTRIAL WAY,BUELLTON,CA,93427,SANTA BARBARA
CA-W-22777,PAUL TOUSSAINT AND GINA TOUSSAINT,TOUSSAINT CELLARS,92 2ND ST STE C & D,BUELLTON,CA,93427,SANTA BARBARA
CA-W-3312,"DANIEL GEHRS WINES, LLC",DANIEL GEHRS WINES,35 INDUSTRIAL WAY,BUELLTON,CA,93427,SANTA BARBARA
CA-W-21304,"LAVENDER OAK RANCH, LLC",LAVENDER OAK VINEYARD,9450 SANTA ROSA RD. RD,BUELLTON,CA,93427,SANTA BARBARA
CA-W-16345,"CONWAY VINEYARDS, INC.",,35 INDUSTRIAL WAY,BUELLTON,CA,93427,SANTA BARBARA
CA-W-23230,TREVOR THOMAS BETHKE,SAPIEN WINES,90 EASY ST,BUELLTON,CA,93427,SANTA BARBARA
CA-W-22944,"WINE DOWN BOX, LLC",,35 INDUSTRIAL WAY,BUELLTON,CA,93427,SANTA BARBARA
CA-W-23092,NANI WINE COMPANY LLC,FINAL GIRL,84 INDUSTRIAL WAY UNIT C,BUELLTON,CA,93427,SANTA BARBARA
CA-W-21772,"PALMERPIAZZA, LLC",MAIL ROAD WINES,75 LOS PADRES WAY,BUELLTON,CA,93427,SANTA BARBARA
CA-W-22675,"TIERRA Y VINO, LLC",TIERRA Y VINO,140 INDUSTRIAL WAY,BUELLTON,CA,93427,SANTA BARBARA
CA-W-22146,BULGARINI GELATO ARTIGIANALE,,92 2ND ST STE C & D,BUELLTON,CA,93427,SANTA BARBARA
CA-W-23093,"ROARK WINE COMPANY, LLC",ROARK WINE COMPANY,84 INDUSTRIAL WAY UNIT C,BUELLTON,CA,93427,SANTA BARBARA
CA-W-21628,KIMSEY VINEYARD LLC,,75 LOS PADRES WAY,BUELLTON,CA,93427,SANTA BARBARA
CA-W-21097,"ITO WINES, LLC",TRAVELING VINEYARD,35 & 70 INDUSTRIAL WAY,BUELLTON,CA,93427,SANTA BARBARA
CA-W-21308,CALIFORNIA LOVE WINES LLC,CALI LOVE WINE,"92 SECOND ST UNIT C, D & E",BUELLTON,CA,93427,SANTA BARBARA
CA-W-15638,"MARGERUM WINE COMPANY, INC.",MARGERUM WINE COMPANY,57 & 59 INDUSTRIAL WAY,BUELLTON,CA,93427,SANTA BARBARA
CA-W-22202,"MARSHAK WINE COMPANY, LLC",MARSHAK WINE COMPANY,75 LOS PADRES WAY,BUELLTON,CA,93427,SANTA BARBARA
CA-W-23938,NICOLE N. PALLESEN,STARS & DUST,100 LOS PADRES WAY STE 3,BUELLTON,CA,93427,SANTA BARBARA
CA-W-21144,INCEPTION WINES LLC,,35 INDUSTRIAL WAY,BUELLTON,CA,93427,SANTA BARBARA
CA-W-21045,"CRAWFORD FAMILY WINES, LLC",CRAWFORD FAMILY WINES,"92 2ND ST UNIT G,H",BUELLTON,CA,93427,SANTA BARBARA
CA-W-22035,"MELVINO, LLC",LUCKY DOGG WINERY,90 EASY ST,BUELLTON,CA,93427,SANTA BARBARA
CA-W-17074,"BELLA CAVALLI, LLC",BELLA CAVALLI FARMS & WINERY,90 EASY ST,BUELLTON,CA,93427,SANTA BARBARA
CA-W-22482,"DELANDA, LLC",SOLMINER,92 2ND ST STE A,BUELLTON,CA,93427,SANTA BARBARA
CA-W-20413,MICHAEL R. BROWN,KALYRA WINERY,140 INDUSTRIAL WAY,BUELLTON,CA,93427,SANTA BARBARA
CA-W-16788,STANDING SUN WINES INC,STANDING SUN CELLARS,"92 SECOND ST UNIT C, D,",BUELLTON,CA,93427,SANTA BARBARA
CA-W-23679,FREQUENCY WINE COMPANY,FREQUENCY WINE COMPANY,100 LOS PADRES WAY STE 3,BUELLTON,CA,93427,SANTA BARBARA
CA-W-16953,"STATE STREET VENTURES, LLC",STATE STREET WINERY,35 INDUSTRIAL WAY,BUELLTON,CA,93427,SANTA BARBARA
CA-W-15064,"OVENE WINERY, INC.",,35 INDUSTRIAL WAY,BUELLTON,CA,93427,SANTA BARBARA
CA-W-22514,"SQUIX, LLC",VINE OH!,35 INDUSTRIAL WAY,BUELLTON,CA,93427,SANTA BARBARA
CA-W-16521,ALAN RICHARD PHILLIPS,KERR E. NATION WINE COMPANY,35 INDUSTRIAL WAY,BUELLTON,CA,93427,SANTA BARBARA
CA-W-23862,BRAVO WEST WINES LLC,M?S ALL? WINES,84 INDUSTRIAL WAY UNIT C,BUELLTON,CA,93427,SANTA BARBARA
CA-W-15196,"COOL HAND VINEYARDS, LLC",,63 THOMAS RD,BUELLTON,CA,93427,SANTA BARBARA
CA-W-16485,"KELLY FAMILY WINES, INC.",PACIFIC RIDGE VINEYARDS,35 INDUSTRIAL WAY,BUELLTON,CA,93427,SANTA BARBARA
CA-W-21525,"THE GROUP PROJECT, LLC",THE CENTRAL COAST GROUP PROJECT,53 INDUSTRIAL WAY,BUELLTON,CA,93427,SANTA BARBARA
CA-W-22419,"KEN BROWN WINES, LLC",,140 INDUSTRIAL WAY,BUELLTON,CA,93427,SANTA BARBARA
CA-W-21415,"MUNICIPAL WINEMAKERS, LLC",MUNICIPAL WINEMAKERS,75 LOS PADRES WAY,BUELLTON,CA,93427,SANTA BARBARA
CA-W-15603,"TENSLEY WINE, INC.",TENSLEY WINE,100 LOS PADRES WAY STE 3,BUELLTON,CA,93427,SANTA BARBARA
CA-W-16421,DRAGONETTE CELLARS LLC,DRAGONETTE CELLARS,55 LOS PADRES WAY #1,BUELLTON,CA,93427,SANTA BARBARA
CA-W-21512,"PRISON BREAK VINTNERS, LLC",DREAMCOTE WINE CO.,35 INDUSTRIAL WAY,BUELLTON,CA,93427,SANTA BARBARA
CA-W-17803,CLAYTON BRUCE GARLAND,CALIFORNIA BEER AND WINE DISTRIBUTORS,90 EASY ST,BUELLTON,CA,93427,SANTA BARBARA
CA-W-20298,CARIVINTAS WINERY LLC,,65 LOS PADRES WAY UNIT 1,BUELLTON,CA,93427,SANTA BARBARA
CA-W-23760,GOOD BOY WINE LLC,GOOD BOY WINE,84 INDUSTRIAL WAY UNIT C,BUELLTON,CA,93427,SANTA BARBARA
CA-W-21800,"QUANTUM WINES, LLC",PENCE RANCH,1909 W 246 HWY,BUELLTON,CA,93427,SANTA BARBARA
CA-W-21978,SB WINE LLC,,59 INDUSTRIAL WAY,BUELLTON,CA,93427,SANTA BARBARA
CA-W-23145,"MCCLAIN FAMILY CELLARS, INC",,140 INDUSTRIAL WAY,BUELLTON,CA,93427,SANTA BARBARA
CA-W-906,WILLIAM MILLARD MOSBY,MOSBY WINERY,9496 SANTA ROSA RD,BUELLTON,CA,93427,SANTA BARBARA
CA-W-21868,"ALEBRU VINO,LLC",,92 2ND ST STE A,BUELLTON,CA,93427,SANTA BARBARA
CA-W-21729,SECTION WINES LLC,,65 LOS PADRES WAY UNIT 6 C,BUELLTON,CA,93427,SANTA BARBARA
CA-W-22602,"OAKTREE IMPORTS, INC",,35 & 70 INDUSTRIAL WAY,BUELLTON,CA,93401,SANTA BARBARA
CA-W-22888,BUSCADOR WINERY LLC,,140 INDUSTRIAL WAY UNIT D,BUELLTON,CA,93427,SANTA BARBARA
CA-W-22577,L.A. LEPAINE WINES,LEPIANE WINES,75 LOS PADRES WAY,BUELLTON,CA,93427,SANTA BARBARA
CA-W-3621,"SFW, LLC",THE SANGER FAMILY OF WINES,35 & 70 INDUSTRIAL WAY,BUELLTON,CA,93401,SANTA BARBARA
CA-W-17661,"LUDLOW STREET VINEYARDS, LLC",LUDLOW STREET VINEYARDS,90 EASY ST,BUELLTON,CA,93427,SANTA BARBARA
CA-W-22160,DYLAN DOUGHTERTY,DYLAN,65 LOS PADRES WAY UNIT 9B,BUELLTON,CA,93427,SANTA BARBARA
CA-W-21440,PEGASUS ESTATE WINERY LLC,,140 INDUSTRIAL WAY,BUELLTON,CA,93427,SANTA BARBARA
CA-W-23340,"SKYENNA, LLC",SKYENNA WINES,90 EASY ST,BUELLTON,CA,93427,SANTA BARBARA
CA-W-22497,"BOSCOE WINE CO., LLC",BOSCOE WINE CO.,65 LOS PADRES WAY UNIT 6,BUELLTON,CA,93427,SANTA BARBARA
CA-W-2840,"LUCAS AND LEWELLEN VINEYARDS, INC.",LUCAS AND LEWELLEN VINEYARDS,"132 EASY STREET UNITS B, C-2 & C-3",BUELLTON,CA,93427,SANTA BARBARA
CA-W-20575,STEVAN LARNER INC,LARNER WINERY & VINEYARD,65 LOS PADRES WAY,BUELLTON,CA,93427,SANTA BARBARA
CA-W-22057,"HEMISPHERES, LLC",,35 INDUSTRIAL WAY,BUELLTON,CA,93427,SANTA BARBARA
CA-W-16353,"ROSENSON WINE CREATIONS, INC.",,100 LOS PADRES WAY,BUELLTON,CA,93427,SANTA BARBARA
CA-W-16583,"CARINA CELLARS, LLC",CARINA CELLARS,100 LOS PADRES WAY WAY STE 3,BUELLTON,CA,93427,SANTA BARBARA
CA-W-21696,"MALLEA FOOD & WINE, LLC",,84 INDUSTRIAL WAY UNIT C,BUELLTON,CA,93427,SANTA BARBARA
CA-W-17451,KAENA WINE COMPANY,KAENA WINE COMPANY,65 LOS PADRES WAY,BUELLTON,CA,93427,SANTA BARBARA
CA-W-3550,"FAUST AVENUE, LLC",CASA CASSARA WINERY & VINEYARD,65 LOS PADRES WAY,BUELLTON,CA,93427,SANTA BARBARA
CA-W-22511,"GOLD CRUSH WINES, LLC",GOLD CRUSH WINES,35 INDUSTRIAL WAY,BUELLTON,CA,93427,SANTA BARBARA
CA-W-15330,COLD HEAVEN CELLARS LLC,COLD HEAVEN CELLARS,92 SECOND ST UNIT A,BUELLTON,CA,93427,SANTA BARBARA
CA-W-16520,RANDOLPH MITCHELL PACE & KATHRYN ELIZABETH PACE,PASSAGES VINEYARD & WINERY,35 INDUSTRIAL WAY,BUELLTON,CA,93427,SANTA BARBARA
CA-W-17334,COGHLAN VINEYARD LLC,COGHLAN VINEYARD,84 INDUSTRIAL WAY,BUELLTON,CA,93427,SANTA BARBARA
CA-W-2773,SANTA BARBARA WINERY,LAFOND WINERY AND VINEYARDS,6855 SANTA ROSA RD,BUELLTON,CA,93427,SANTA BARBARA
CA-W-23023,"KRH SPECIALTY WINES, LLC",,,BULLETON,CA,93427,SANTA BARBARA
CA-W-22211,"THE APIARY BEVERAGE COMPANY, LLC",THE APIARY MEADERY & CIDERWORKS,4191 CARPINTERIA AVE STE 10,CARPINTERIA,CA,93013,SANTA BARBARA
CA-W-21006,"K & E CONSULTING, LLC",,74 AERO CAMINO ST UNIT B,GOLETA,CA,93117,SANTA BARBARA
CA-W-23446,CENTRALAS WINE LLC,CENTRALAS WINE LLC,6485 CALLE REAL STE E,GOLETA,CA,93117,SANTA BARBARA
CA-W-22596,"SANTA BARBARA CIDER COMPANY, LLC",,325 RUTHERFORD ST STE D,GOLETA,CA,93117,SANTA BARBARA
CA-W-23893,ANACAPA FUND,VENTUCOPA HIGHLANDS VINEYARD,6485 CALLE REAL STE E & F,GOLETA,CA,93117,SANTA BARBARA
CA-W-21496,"JAMIE SLONE WINES, LLC",,417 COMMERCE CT,LOMPOC,CA,93436,SANTA BARBARA
CA-W-2959,SEA SMOKE INC.,SEA SMOKE,1604 N O ST,LOMPOC,CA,93436,SANTA BARBARA
CA-W-24094,"TRICAL WINE, LLC",TRICAL WINES,1251 W LAUREL AVE UNIT 9-13,LOMPOC,CA,93436,SANTA BARBARA
CA-W-21199,"L'AGE D'OR, LLC.",L'AGE D'OR,4457 SANTA ROSA RD STE 2,LOMPOC,CA,93436,SANTA BARBARA
CA-W-3273,"FIDDLEHEAD CELLARS, LP",FIDDLEHEAD CELLARS,1597 E CHESTNUT AVE,LOMPOC,CA,93436,SANTA BARBARA
CA-W-21652,"JALAMA CANON RANCH, LLC",JCR VINEYARD,1500 E CHESTNUT CT UNIT D,LOMPOC,CA,93436,SANTA BARBARA
CA-W-15286,ANGELA MICHELLE LAVIE AND ARIEL LAVIE,LA VIE VINEYARDS,4777 SWEENY RD,LOMPOC,CA,93436,SANTA BARBARA
CA-W-22452,"PRISON BREAK VINTNERS, LLC.",SPOKEN CIDER,417 COMMERCE CT,LOMPOC,CA,93436,SANTA BARBARA
CA-W-22818,"RAILWAY, LLC",STRANGE FAMILY VINEYARDS,300 N 12TH ST UNIT 4A,LOMPOC,CA,93436,SANTA BARBARA
CA-W-22529,KINGS CAREY LLC,,1225 - 1239 W LAUREL AVE UNIT 1-8,LOMPOC,CA,93436,SANTA BARBARA
CA-W-21147,"KESSLER-HAAK WINERY, LLC",KESSLER-HAAK,1034 W AVIATION DR,LOMPOC,CA,93436,SANTA BARBARA
CA-W-23960,"PALYSTRANT HARVESTS, INC.",,321 N D ST,LOMPOC,CA,93436,SANTA BARBARA
CA-W-21789,FOUR BROTHERS WINERY LLC,FOUR BROTHERS WINE CO.,300 NORTH G ST UNIT C,LOMPOC,CA,93436,SANTA BARBARA
CA-W-22703,"SAY WHEN, LLC",SAY WHEN,1034 W AVIATION DR,LOMPOC,CA,93436,SANTA BARBARA
CA-W-20478,"QUANTUM WINES, LLC",PENCE RANCH,1708 INDUSTRIAL WAY UNIT D & E,LOMPOC,CA,93436,SANTA BARBARA
CA-W-21633,"WATER & WOOD, LLC",LIQUID FARM,1225-1239 WEST LAUREL AVE UNIT 1-8,LOMPOC,CA,93436,SANTA BARBARA
CA-W-21047,"ZINKE FAMILY WINES, LLC",,340 N G ST,LOMPOC,CA,93436,SANTA BARBARA
CA-W-16618,"D'ALFONSO-CURRAN WINE GROUP, LLC",D'ALFONSO CURRAN WINE GROUP,"4457 SANTA ROSA RD STE.3, 4 &",LOMPOC,CA,93436,SANTA BARBARA
CA-W-22569,"VIN DE ZO, LLC",ALMA ROSA WINERY & VINEYARDS,313 N 9TH ST,LOMPOC,CA,93436,SANTA BARBARA
CA-W-21282,"METIER, LLC",LIEU DIT,300 N 12TH ST UNIT 4A,LOMPOC,CA,93436,SANTA BARBARA
CA-W-17461,"NEW VINELAND, LLC","NEW VINELAND, LLC",1501 E CHESTNUT CT UNIT E,LOMPOC,CA,93436,SANTA BARBARA
CA-W-22567,"GEOPARTNERS, LLC",,1119 W LAUREL AVE,LOMPOC,CA,93436,SANTA BARBARA
CA-W-17274,"FORBIDDEN FRUIT ORCHARDS,INC.",CEBADA VINEYARD,4003 FORBIDDEN FRUIT LN,LOMPOC,CA,93436,SANTA BARBARA
CA-W-21211,"SB WINE CO., LLC",,300 N 12TH ST UNIT 1C & 2C,LOMPOC,CA,93436,SANTA BARBARA
CA-W-21079,"JORIAN HILL VINEYARDS, LLC",JORIAN HILL VINEYARDS,300 N G ST STE C,LOMPOC,CA,93436,SANTA BARBARA
CA-W-3149,ZARIF COMPANIES,,4457 SANTA ROSA RD STE 2,LOMPOC,CA,93436,SANTA BARBARA
CA-W-22676,"SANDHI VINTNERS, LLC",SANDHI WINES,1700 INDUSTRIAL WAY UNIT A,LOMPOC,CA,93436,SANTA BARBARA
CA-W-17099,"ZOTOVICH WINE ENTERPRISES, LLC",ZOTOVICH VINEYARDS AND WINERY,300 N 12TH ST UNIT 4B &,LOMPOC,CA,93436,SANTA BARBARA
CA-W-21310,"WENZLAU VINEYARD COMPANY, LLC",WENZLAU VINEYARD,300 N 12TH ST UNIT 4A,LOMPOC,CA,93436,SANTA BARBARA
CA-W-17230,"JALAMA WINES, LLC",JALAMA WINES,321 N D ST,LOMPOC,CA,93436,SANTA BARBARA
CA-W-22792,"BOLSHOI FAMILY WINES, LLC",,1501 E CHESTNUT CT STE B,LOMPOC,CA,93436,SANTA BARBARA
CA-W-23488,"COOL HAND VINEYARDS, LLC",THE HILT ESTATE,2240 SANTA ROSA RD,LOMPOC,CA,93436,SANTA BARBARA
CA-W-2134,"BABCOCK ENTERPRISES, INC.",BABCOCK VINEYARDS,5175 E HIGHWAY 246,LOMPOC,CA,93436,SANTA BARBARA
CA-W-23878,"GENERIC WINE COMPANY, INC.",,1251 W LAUREL AVE UNIT 22-26,LOMPOC,CA,93436,SANTA BARBARA
CA-W-20567,"DE SU PROPIA COSECHA, LLC",DE SU PROPIA COSECHA,1501 E CHESTNUT CT STE A,LOMPOC,CA,93436,SANTA BARBARA
CA-W-16101,"POINT CONCEPTION WINES, LLC",POINT CONCEPTION WINES,1601 W CENTRAL AVE UNIT F,LOMPOC,CA,93436,SANTA BARBARA
CA-W-21489,"LABARGE VINEYARD, LLC",,2380 SWEENEY RD,LOMPOC,CA,93436,SANTA BARBARA
CA-W-2754,"STOLPMAN VINEYARDS, LLC",STOLPMAN VINEYARDS,1700 INDUSTRIAL WAY STE B,LOMPOC,CA,93436,SANTA BARBARA
CA-W-23033,"F2 WINES, LLC",,417 COMMERCE CT,LOMPOC,CA,93436,SANTA BARBARA
CA-W-23109,"KALAWASHAQ' WINE CELLARS, INC.",KALAWASHAQ' WINE CELLARS,313 N F ST,LOMPOC,CA,93436,SANTA BARBARA
CA-W-16955,ERTUGRUL SEVTAP,SEVTAP WINERY,308 N 9TH ST STE A,LOMPOC,CA,93436,SANTA BARBARA
CA-W-22817,"JACKSON FAMILY WINES, INC.",BREWER-CLIFTON,329 N F ST,LOMPOC,CA,93436,SANTA BARBARA
CA-W-2563,MELVILLE VINEYARDS/SOUTH LLC,MELVILLE,5185 E HIGHWAY 246,LOMPOC,CA,93436,SANTA BARBARA
CA-W-16239,"AMPELOS CELLARS, INC.",AMPELOS CELLARS,1251 W LAUREL AVE UNIT 22-26,LOMPOC,CA,93436,SANTA BARBARA
CA-W-15790,"SANFORD WINERY COMPANY, LP SWC MANAGEMENT LLC, G.P.",SANFORD WINERY,5010 SANTA ROSA RD,LOMPOC,CA,93436,SANTA BARBARA
CA-W-17035,"PALMINA, LLC",PALMINA,1704 INDUSTRIAL WAY,LOMPOC,CA,93436,SANTA BARBARA
CA-W-22333,ANGELA SOLENO,TURIYA WINES,321 N D ST,LOMPOC,CA,93436,SANTA BARBARA
CA-W-21639,DGGN LLC,CONARIUM WINES,1591 E CHESTNUT AVE,LOMPOC,CA,93436,SANTA BARBARA
CA-W-20477,COOPERATIVE DE GARAGISTES LLC,MONTEMAR,1501 E CHESTNUT CT STE B,LOMPOC,CA,93436,SANTA BARBARA
CA-W-21072,"CHANIN WINE COMPANY, INC.",CHANIN WINE COMPANY,300 N 12TH ST UNIT 1C & 2C,LOMPOC,CA,93436,SANTA BARBARA
CA-W-15775,DAVID MICHAEL AND REBECCA ELLEN COREY,CORE WINE COMPANY,321 N D ST,LOMPOC,CA,93436,SANTA BARBARA
CA-W-17034,"PALMINA, LLC",PALMINA,1520 E CHESTNUT CT,LOMPOC,CA,93436,SANTA BARBARA
CA-W-22297,STEPHEN BRIDGE,LOMPOC WINE FACTORY,321 N D ST,LOMPOC,CA,93436,SANTA BARBARA
CA-W-17528,J. WILLETT COMPANIES,TYLER WINERY,300 N 12TH ST UNIT 4A & 4B,LOMPOC,CA,93436,SANTA BARBARA
CA-W-22439,"FAT NOSE HAMILTON, LLC",,1501 E CHESTNUT CT STE B,LOMPOC,CA,93436,SANTA BARBARA
CA-W-23510,ERTUGRUL SEVTAP,SEVTAP CELLARS,308 N 9TH ST STE B,LOMPOC,CA,93436,SANTA BARBARA
CA-W-23841,"PORCELINA WINERY, INC",,321 N D ST,LOMPOC,CA,93436,SANTA BARBARA
CA-W-17245,"TRANSCEND RESOURCES, INC.",TRANSCENDENCE,300 N G ST STE C,LOMPOC,CA,93436,SANTA BARBARA
CA-W-23321,HARDY FIT LLC,SMARTVINE WINE,417 COMMERCE CT,LOMPOC,CA,93436,SANTA BARBARA
CA-W-22978,"DARK WATER WINERY, INC.",DARK WATER,1591 & 1595 STE B E CHESTNUT CT,LOMPOC,CA,93436,SANTA BARBARA
CA-W-20272,SONJA MAGDEVSKI,CASA DUMETZ,329 N F ST,LOMPOC,CA,93436,SANTA BARBARA
CA-W-23292,"TERRE ET SANG, LLC",,4457 SANTA ROSA RD STE 2,LOMPOC,CA,93436,SANTA BARBARA
CA-W-23712,SWEETZER CELLARS INC.,SWEETZER CELLARS,1637 E LAUREL AVE,LOMPOC,CA,93436,SANTA BARBARA
CA-W-16026,"LORING WINE COMPANY, LLC",LORING WINE COMPANY,1034 W AVIATION DR,LOMPOC,CA,93436,SANTA BARBARA
CA-W-23037,"AGRITETRAD WINE COMPANY, LLC",,300 N 12TH ST UNIT 4A,LOMPOC,CA,93436,SANTA BARBARA
CA-W-20397,"CHUMASH CELLARS, LLC",,300 N 12TH ST UNIT 1A & 2A,LOMPOC,CA,93436,SANTA BARBARA
CA-W-22912,"VELVET BEE, LLC",VELVET BEE WINE,4457 SANTA ROSA RD STE 2,LOMPOC,CA,93436,SANTA BARBARA
CA-W-2301,RICHARD R. LONGORIA AND DIANA L. LONGORIA,RICHARD LONGORIA WINES,415 E CHESTNUT AVE,LOMPOC,CA,93436,SANTA BARBARA
CA-W-23875,SEA CREATURES WINE LLC,SEA CREATURES WINE,340 N G ST,LOMPOC,CA,93436,SANTA BARBARA
CA-W-23693,JVSTITIA WINE LIMITED LIABILITY COMPANY DBA HOLLOW WINES,HOLLOW WINES,321 N D ST,LOMPOC,CA,93436,SANTA BARBARA
CA-W-24002,"MAYFIELD MOORE, INC.",,4457 SANTA ROSA RD STE 2,LOMPOC,CA,93436,SANTA BARBARA
CA-W-21283,ARETE WINES LLC,DOMAINE DE LA COTE,1712 INDUSTRIAL WAY,LOMPOC,CA,93436,SANTA BARBARA
CA-W-16238,"PALI WINE COMPANY, L.P.",PALI WINE COMPANY,1036 W AVIATION DR,LOMPOC,CA,93436,SANTA BARBARA
CA-W-16093,"EAST VALLEY WINES, LLC",EAST VALLEY WINES,1637 E LAUREL AVE,LOMPOC,CA,93436,SANTA BARBARA
CA-W-16284,"THE EVENING LAND & VINEYARDS, LLC",THE EVENING LAND & VINEYARDS,1712 INDUSTRIAL WAY,LOMPOC,CA,93436,SANTA BARBARA
